file_name,Label,File_path
300_10,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_10.wav
300_11,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_11.wav
300_13,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_13.wav
300_14,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_14.wav
300_15,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_15.wav
300_16,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_16.wav
300_18,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_18.wav
300_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_2.wav
300_3,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_3.wav
300_4,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_4.wav
300_6,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_6.wav
300_7,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_7.wav
300_8,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_8.wav
300_9,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/300_9.wav
301_10,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_10.wav
301_11,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_11.wav
301_12,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_12.wav
301_14,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_14.wav
301_15,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_15.wav
301_16,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_16.wav
301_17_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_17_1.wav
301_17_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_17_2.wav
301_19,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_19.wav
301_20,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_20.wav
301_22,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_22.wav
301_25,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_25.wav
301_26,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_26.wav
301_27_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_27_2.wav
301_28,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_28.wav
301_29,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_29.wav
301_3,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_3.wav
301_30,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_30.wav
301_31,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_31.wav
301_32,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_32.wav
301_34,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_34.wav
301_35,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_35.wav
301_37,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_37.wav
301_38,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_38.wav
301_39_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_39_1.wav
301_39_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_39_2.wav
301_4,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_4.wav
301_41,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_41.wav
301_42_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_42_1.wav
301_42_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_42_2.wav
301_43,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_43.wav
301_44_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_44_1.wav
301_44_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_44_2.wav
301_46,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_46.wav
301_47,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_47.wav
301_48,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_48.wav
301_49,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_49.wav
301_5,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_5.wav
301_50,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_50.wav
301_52,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_52.wav
301_53,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_53.wav
301_54,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_54.wav
301_6,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_6.wav
301_7,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_7.wav
301_9_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_9_1.wav
301_9_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/301_9_2.wav
302_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_1.wav
302_11,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_11.wav
302_12,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_12.wav
302_13,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_13.wav
302_14,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_14.wav
302_15,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_15.wav
302_16,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_16.wav
302_17,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_17.wav
302_19,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_19.wav
302_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_2.wav
302_20,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_20.wav
302_23,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_23.wav
302_26,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_26.wav
302_3,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_3.wav
302_4,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_4.wav
302_5,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_5.wav
302_7,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_7.wav
302_9,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/302_9.wav
303_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_1.wav
303_12_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_12_1.wav
303_12_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_12_2.wav
303_13,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_13.wav
303_14_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_14_1.wav
303_14_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_14_2.wav
303_15,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_15.wav
303_16_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_16_1.wav
303_16_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_16_2.wav
303_16_3,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_16_3.wav
303_16_4,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_16_4.wav
303_18,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_18.wav
303_19,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_19.wav
303_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_2.wav
303_20,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_20.wav
303_21_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_21_1.wav
303_21_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_21_2.wav
303_22,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_22.wav
303_23,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_23.wav
303_24,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_24.wav
303_25,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_25.wav
303_26_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_26_1.wav
303_26_3,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_26_3.wav
303_26_4,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_26_4.wav
303_27,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_27.wav
303_29,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_29.wav
303_3,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_3.wav
303_30,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_30.wav
303_31,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_31.wav
303_32,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_32.wav
303_33,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_33.wav
303_34_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_34_1.wav
303_34_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_34_2.wav
303_36,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_36.wav
303_37,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_37.wav
303_38,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_38.wav
303_39,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_39.wav
303_40,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_40.wav
303_41,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_41.wav
303_42,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_42.wav
303_43_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_43_1.wav
303_43_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_43_2.wav
303_44_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_44_1.wav
303_44_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_44_2.wav
303_45_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_45_1.wav
303_45_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_45_2.wav
303_46,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_46.wav
303_47,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_47.wav
303_48_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_48_1.wav
303_48_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_48_2.wav
303_49,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_49.wav
303_50,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_50.wav
303_51,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_51.wav
303_52,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_52.wav
303_54,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_54.wav
303_56,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_56.wav
303_57,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_57.wav
303_58,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_58.wav
303_5_1,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_5_1.wav
303_5_2,0,D:/download/AI_Project/new_dataset_7_6_s/cut_audio_segment/303_5_2.wav
